Date,Latitude,Longitude,Sea_Surface_Temperature,HotSpots,Degree_Heating_Weeks,Bleaching_Alert_Area
05/12/1985,24.750,-81.625,26.7400,0.0000,0.0000,0
05/13/1985,24.750,-81.625,26.7500,0.0000,0.0000,0
05/14/1985,24.750,-81.625,27.6700,0.0000,0.0000,0
05/15/1985,24.750,-81.625,27.5000,0.0000,0.0000,0
05/16/1985,24.750,-81.625,27.7900,0.0000,0.0000,0
05/17/1985,24.750,-81.625,27.5600,0.0000,0.0000,0
05/18/1985,24.750,-81.625,27.4800,0.0000,0.0000,0
05/19/1985,24.750,-81.625,27.5400,0.0000,0.0000,0
05/20/1985,24.750,-81.625,27.9200,0.0000,0.0000,0
05/21/1985,24.750,-81.625,27.7700,0.0000,0.0000,0
05/22/1985,24.750,-81.625,27.7500,0.0000,0.0000,0
05/23/1985,24.750,-81.625,28.3100,0.0000,0.0000,0
05/24/1985,24.750,-81.625,28.2200,0.0000,0.0000,0
05/25/1985,24.750,-81.625,28.0300,0.0000,0.0000,0
05/26/1985,24.750,-81.625,28.2600,0.0000,0.0000,0
05/27/1985,24.750,-81.625,27.8700,0.0000,0.0000,0
05/28/1985,24.750,-81.625,28.0600,0.0000,0.0000,0
05/29/1985,24.750,-81.625,28.1100,0.0000,0.0000,0
05/30/1985,24.750,-81.625,28.0400,0.0000,0.0000,0
05/31/1985,24.750,-81.625,28.1300,0.0000,0.0000,0
06/01/1985,24.750,-81.625,28.6200,0.0000,0.0000,0
06/02/1985,24.750,-81.625,28.4600,0.0000,0.0000,0
06/03/1985,24.750,-81.625,28.4400,0.0000,0.0000,0
06/04/1985,24.750,-81.625,28.4100,0.0000,0.0000,0
06/05/1985,24.750,-81.625,28.7600,0.0000,0.0000,0
06/06/1985,24.750,-81.625,28.6900,0.0000,0.0000,0
06/07/1985,24.750,-81.625,28.7400,0.0000,0.0000,0
06/08/1985,24.750,-81.625,29.0500,0.0000,0.0000,0
06/09/1985,24.750,-81.625,29.1300,0.0000,0.0000,0
06/10/1985,24.750,-81.625,29.2900,0.0000,0.0000,0
06/11/1985,24.750,-81.625,29.3600,0.0000,0.0000,0
06/12/1985,24.750,-81.625,29.4900,0.0000,0.0000,0
06/13/1985,24.750,-81.625,29.4000,0.0000,0.0000,0
06/14/1985,24.750,-81.625,29.2300,0.0000,0.0000,0
06/15/1985,24.750,-81.625,28.9900,0.0000,0.0000,0
06/16/1985,24.750,-81.625,28.9900,0.0000,0.0000,0
06/17/1985,24.750,-81.625,28.8000,0.0000,0.0000,0
06/18/1985,24.750,-81.625,29.0800,0.0000,0.0000,0
06/19/1985,24.750,-81.625,29.0300,0.0000,0.0000,0
06/20/1985,24.750,-81.625,29.2900,0.0000,0.0000,0
06/21/1985,24.750,-81.625,29.1000,0.0000,0.0000,0
06/22/1985,24.750,-81.625,29.0900,0.0000,0.0000,0
06/23/1985,24.750,-81.625,29.0900,0.0000,0.0000,0
06/24/1985,24.750,-81.625,28.9500,0.0000,0.0000,0
06/25/1985,24.750,-81.625,28.7900,0.0000,0.0000,0
06/26/1985,24.750,-81.625,29.1700,0.0000,0.0000,0
06/27/1985,24.750,-81.625,29.4600,0.0000,0.0000,0
06/28/1985,24.750,-81.625,29.4600,0.0000,0.0000,0
06/29/1985,24.750,-81.625,29.6200,0.0800,0.0000,1
06/30/1985,24.750,-81.625,29.3200,0.0000,0.0000,1
07/01/1985,24.750,-81.625,29.1000,0.0000,0.0000,1
07/02/1985,24.750,-81.625,28.7600,0.0000,0.0000,1
07/03/1985,24.750,-81.625,28.6000,0.0000,0.0000,1
07/04/1985,24.750,-81.625,28.8100,0.0000,0.0000,1
07/05/1985,24.750,-81.625,28.8400,0.0000,0.0000,1
07/06/1985,24.750,-81.625,29.4900,0.0000,0.0000,0
07/07/1985,24.750,-81.625,29.3300,0.0000,0.0000,0
07/08/1985,24.750,-81.625,29.1500,0.0000,0.0000,0
07/09/1985,24.750,-81.625,29.5200,0.0000,0.0000,0
07/10/1985,24.750,-81.625,29.8800,0.2900,0.0000,1
07/11/1985,24.750,-81.625,30.0300,0.2400,0.0000,1
07/12/1985,24.750,-81.625,30.2400,0.5200,0.0000,1
07/13/1985,24.750,-81.625,29.9700,0.3000,0.0000,1
07/14/1985,24.750,-81.625,29.8600,0.1500,0.0000,1
07/15/1985,24.750,-81.625,29.6900,0.0500,0.0000,1
07/16/1985,24.750,-81.625,29.5700,0.0000,0.0000,1
07/17/1985,24.750,-81.625,29.1700,0.0000,0.0000,1
07/18/1985,24.750,-81.625,29.2900,0.0000,0.0000,1
07/19/1985,24.750,-81.625,29.8000,0.2800,0.0000,1
07/20/1985,24.750,-81.625,29.3700,0.0000,0.0000,1
07/21/1985,24.750,-81.625,29.2700,0.0000,0.0000,1
07/22/1985,24.750,-81.625,28.9400,0.0000,0.0000,1
07/23/1985,24.750,-81.625,28.6200,0.0000,0.0000,1
07/24/1985,24.750,-81.625,27.8500,0.0000,0.0000,1
07/25/1985,24.750,-81.625,28.1500,0.0000,0.0000,1
07/26/1985,24.750,-81.625,28.2100,0.0000,0.0000,0
07/27/1985,24.750,-81.625,28.8600,0.0000,0.0000,0
07/28/1985,24.750,-81.625,28.7100,0.0000,0.0000,0
07/29/1985,24.750,-81.625,29.1100,0.0000,0.0000,0
07/30/1985,24.750,-81.625,29.0400,0.0000,0.0000,0
07/31/1985,24.750,-81.625,29.0700,0.0000,0.0000,0
08/01/1985,24.750,-81.625,29.4500,0.0000,0.0000,0
08/02/1985,24.750,-81.625,29.4500,0.0000,0.0000,0
08/03/1985,24.750,-81.625,29.6000,0.0800,0.0000,1
08/04/1985,24.750,-81.625,29.6400,0.1000,0.0000,1
08/05/1985,24.750,-81.625,29.6100,0.0400,0.0000,1
08/06/1985,24.750,-81.625,29.7700,0.2100,0.0000,1
08/07/1985,24.750,-81.625,29.6400,0.0800,0.0000,1
08/08/1985,24.750,-81.625,29.6200,0.1000,0.0000,1
08/09/1985,24.750,-81.625,30.1000,0.5700,0.0000,1
08/10/1985,24.750,-81.625,30.1100,0.5900,0.0000,1
08/11/1985,24.750,-81.625,29.9700,0.4500,0.0000,1
08/12/1985,24.750,-81.625,29.8800,0.3200,0.0000,1
08/13/1985,24.750,-81.625,29.7300,0.1800,0.0000,1
08/14/1985,24.750,-81.625,29.9600,0.2800,0.0000,1
08/15/1985,24.750,-81.625,30.1000,0.4000,0.0000,1
08/16/1985,24.750,-81.625,30.2400,0.6700,0.0000,1
08/17/1985,24.750,-81.625,30.1600,0.4800,0.0000,1
08/18/1985,24.750,-81.625,29.8500,0.2700,0.0000,1
08/19/1985,24.750,-81.625,29.7300,0.1700,0.0000,1
08/20/1985,24.750,-81.625,30.0100,0.3400,0.0000,1
08/21/1985,24.750,-81.625,30.1000,0.4100,0.0000,1
08/22/1985,24.750,-81.625,29.6600,0.0100,0.0000,1
08/23/1985,24.750,-81.625,29.5500,0.0000,0.0000,1
08/24/1985,24.750,-81.625,29.8300,0.1900,0.0000,1
08/25/1985,24.750,-81.625,29.2500,0.0000,0.0000,1
08/26/1985,24.750,-81.625,29.7500,0.2200,0.0000,1
08/27/1985,24.750,-81.625,29.8800,0.3200,0.0000,1
08/28/1985,24.750,-81.625,29.9300,0.3800,0.0000,1
08/29/1985,24.750,-81.625,28.8000,0.0000,0.0000,1
08/30/1985,24.750,-81.625,29.0400,0.0000,0.0000,1
08/31/1985,24.750,-81.625,28.8100,0.0000,0.0000,1
09/01/1985,24.750,-81.625,28.7100,0.0000,0.0000,1
09/02/1985,24.750,-81.625,28.6500,0.0000,0.0000,1
09/03/1985,24.750,-81.625,29.1800,0.0000,0.0000,1
09/04/1985,24.750,-81.625,29.0500,0.0000,0.0000,0
09/05/1985,24.750,-81.625,29.0900,0.0000,0.0000,0
09/06/1985,24.750,-81.625,29.0900,0.0000,0.0000,0
09/07/1985,24.750,-81.625,29.1000,0.0000,0.0000,0
09/08/1985,24.750,-81.625,28.9300,0.0000,0.0000,0
09/09/1985,24.750,-81.625,29.1100,0.0000,0.0000,0
09/10/1985,24.750,-81.625,28.9200,0.0000,0.0000,0
09/11/1985,24.750,-81.625,28.8100,0.0000,0.0000,0
09/12/1985,24.750,-81.625,29.0000,0.0000,0.0000,0
09/13/1985,24.750,-81.625,28.6100,0.0000,0.0000,0
09/14/1985,24.750,-81.625,28.3500,0.0000,0.0000,0
09/15/1985,24.750,-81.625,28.1700,0.0000,0.0000,0
09/16/1985,24.750,-81.625,27.8500,0.0000,0.0000,0
09/17/1985,24.750,-81.625,27.7700,0.0000,0.0000,0
09/18/1985,24.750,-81.625,27.6600,0.0000,0.0000,0
09/19/1985,24.750,-81.625,27.6400,0.0000,0.0000,0
09/20/1985,24.750,-81.625,27.9600,0.0000,0.0000,0
09/21/1985,24.750,-81.625,28.1900,0.0000,0.0000,0
09/22/1985,24.750,-81.625,28.6700,0.0000,0.0000,0
09/23/1985,24.750,-81.625,28.3900,0.0000,0.0000,0
09/24/1985,24.750,-81.625,28.5400,0.0000,0.0000,0
09/25/1985,24.750,-81.625,28.4600,0.0000,0.0000,0
09/26/1985,24.750,-81.625,28.4000,0.0000,0.0000,0
09/27/1985,24.750,-81.625,28.0800,0.0000,0.0000,0
09/28/1985,24.750,-81.625,28.2900,0.0000,0.0000,0
09/29/1985,24.750,-81.625,28.4100,0.0000,0.0000,0
09/30/1985,24.750,-81.625,28.0200,0.0000,0.0000,0
10/01/1985,24.750,-81.625,28.4400,0.0000,0.0000,0
10/02/1985,24.750,-81.625,28.4000,0.0000,0.0000,0
10/03/1985,24.750,-81.625,28.4900,0.0000,0.0000,0
10/04/1985,24.750,-81.625,28.3800,0.0000,0.0000,0
10/05/1985,24.750,-81.625,28.3900,0.0000,0.0000,0
10/06/1985,24.750,-81.625,28.1300,0.0000,0.0000,0
10/07/1985,24.750,-81.625,28.0200,0.0000,0.0000,0
10/08/1985,24.750,-81.625,28.0200,0.0000,0.0000,0
10/09/1985,24.750,-81.625,27.9100,0.0000,0.0000,0
10/10/1985,24.750,-81.625,27.9300,0.0000,0.0000,0
10/11/1985,24.750,-81.625,28.1000,0.0000,0.0000,0
10/12/1985,24.750,-81.625,28.4800,0.0000,0.0000,0
10/13/1985,24.750,-81.625,28.6600,0.0000,0.0000,0
10/14/1985,24.750,-81.625,28.4900,0.0000,0.0000,0
10/15/1985,24.750,-81.625,28.2500,0.0000,0.0000,0
10/16/1985,24.750,-81.625,28.0900,0.0000,0.0000,0
10/17/1985,24.750,-81.625,28.2900,0.0000,0.0000,0
10/18/1985,24.750,-81.625,28.2100,0.0000,0.0000,0
10/19/1985,24.750,-81.625,28.0400,0.0000,0.0000,0
10/20/1985,24.750,-81.625,28.0000,0.0000,0.0000,0
10/21/1985,24.750,-81.625,27.7500,0.0000,0.0000,0
10/22/1985,24.750,-81.625,27.8500,0.0000,0.0000,0
10/23/1985,24.750,-81.625,27.8000,0.0000,0.0000,0
10/24/1985,24.750,-81.625,27.9000,0.0000,0.0000,0
10/25/1985,24.750,-81.625,27.8800,0.0000,0.0000,0
10/26/1985,24.750,-81.625,27.7600,0.0000,0.0000,0
10/27/1985,24.750,-81.625,27.6900,0.0000,0.0000,0
10/28/1985,24.750,-81.625,27.6700,0.0000,0.0000,0
10/29/1985,24.750,-81.625,27.8500,0.0000,0.0000,0
10/30/1985,24.750,-81.625,27.9900,0.0000,0.0000,0
10/31/1985,24.750,-81.625,28.1000,0.0000,0.0000,0
11/01/1985,24.750,-81.625,28.2300,0.0000,0.0000,0
11/02/1985,24.750,-81.625,28.2200,0.0000,0.0000,0
11/03/1985,24.750,-81.625,28.2000,0.0000,0.0000,0
11/04/1985,24.750,-81.625,27.2700,0.0000,0.0000,0
11/05/1985,24.750,-81.625,27.1900,0.0000,0.0000,0
11/06/1985,24.750,-81.625,27.1400,0.0000,0.0000,0
11/07/1985,24.750,-81.625,26.9600,0.0000,0.0000,0
11/08/1985,24.750,-81.625,26.5200,0.0000,0.0000,0
11/09/1985,24.750,-81.625,26.8200,0.0000,0.0000,0
11/10/1985,24.750,-81.625,26.4900,0.0000,0.0000,0
11/11/1985,24.750,-81.625,26.7000,0.0000,0.0000,0
11/12/1985,24.750,-81.625,26.6100,0.0000,0.0000,0
11/13/1985,24.750,-81.625,26.7000,0.0000,0.0000,0
11/14/1985,24.750,-81.625,26.6200,0.0000,0.0000,0
11/15/1985,24.750,-81.625,26.6000,0.0000,0.0000,0
11/16/1985,24.750,-81.625,26.4100,0.0000,0.0000,0
11/17/1985,24.750,-81.625,26.1800,0.0000,0.0000,0
11/18/1985,24.750,-81.625,26.2300,0.0000,0.0000,0
11/19/1985,24.750,-81.625,26.3900,0.0000,0.0000,0
11/20/1985,24.750,-81.625,26.2400,0.0000,0.0000,0
11/21/1985,24.750,-81.625,26.3000,0.0000,0.0000,0
11/22/1985,24.750,-81.625,26.1400,0.0000,0.0000,0
11/23/1985,24.750,-81.625,26.4600,0.0000,0.0000,0
11/24/1985,24.750,-81.625,26.5400,0.0000,0.0000,0
11/25/1985,24.750,-81.625,26.6000,0.0000,0.0000,0
11/26/1985,24.750,-81.625,26.5600,0.0000,0.0000,0
11/27/1985,24.750,-81.625,26.2400,0.0000,0.0000,0
11/28/1985,24.750,-81.625,26.3300,0.0000,0.0000,0
11/29/1985,24.750,-81.625,26.4000,0.0000,0.0000,0
11/30/1985,24.750,-81.625,26.5700,0.0000,0.0000,0
12/01/1985,24.750,-81.625,26.6000,0.0000,0.0000,0
12/02/1985,24.750,-81.625,26.5500,0.0000,0.0000,0
12/03/1985,24.750,-81.625,26.3000,0.0000,0.0000,0
12/04/1985,24.750,-81.625,26.4800,0.0000,0.0000,0
12/05/1985,24.750,-81.625,26.4600,0.0000,0.0000,0
12/06/1985,24.750,-81.625,26.3700,0.0000,0.0000,0
12/07/1985,24.750,-81.625,26.3400,0.0000,0.0000,0
12/08/1985,24.750,-81.625,26.3600,0.0000,0.0000,0
12/09/1985,24.750,-81.625,26.0600,0.0000,0.0000,0
12/10/1985,24.750,-81.625,26.2200,0.0000,0.0000,0
12/11/1985,24.750,-81.625,26.1900,0.0000,0.0000,0
12/12/1985,24.750,-81.625,26.1600,0.0000,0.0000,0
12/13/1985,24.750,-81.625,25.8300,0.0000,0.0000,0
12/14/1985,24.750,-81.625,25.7100,0.0000,0.0000,0
12/15/1985,24.750,-81.625,25.8000,0.0000,0.0000,0
12/16/1985,24.750,-81.625,24.8700,0.0000,0.0000,0
12/17/1985,24.750,-81.625,24.3900,0.0000,0.0000,0
12/18/1985,24.750,-81.625,24.3900,0.0000,0.0000,0
12/19/1985,24.750,-81.625,24.2900,0.0000,0.0000,0
12/20/1985,24.750,-81.625,24.4900,0.0000,0.0000,0
12/21/1985,24.750,-81.625,24.9100,0.0000,0.0000,0
12/22/1985,24.750,-81.625,24.8100,0.0000,0.0000,0
12/23/1985,24.750,-81.625,24.9800,0.0000,0.0000,0
12/24/1985,24.750,-81.625,25.0100,0.0000,0.0000,0
12/25/1985,24.750,-81.625,24.5100,0.0000,0.0000,0
12/26/1985,24.750,-81.625,23.9600,0.0000,0.0000,0
12/27/1985,24.750,-81.625,24.0900,0.0000,0.0000,0
12/28/1985,24.750,-81.625,24.1900,0.0000,0.0000,0
12/29/1985,24.750,-81.625,23.8900,0.0000,0.0000,0
12/30/1985,24.750,-81.625,23.8300,0.0000,0.0000,0
12/31/1985,24.750,-81.625,24.0300,0.0000,0.0000,0
01/01/1986,24.750,-81.625,24.0700,0.0000,0.0000,0
01/02/1986,24.750,-81.625,24.1100,0.0000,0.0000,0
01/03/1986,24.750,-81.625,24.4000,0.0000,0.0000,0
01/04/1986,24.750,-81.625,24.2000,0.0000,0.0000,0
01/05/1986,24.750,-81.625,24.1900,0.0000,0.0000,0
01/06/1986,24.750,-81.625,24.2200,0.0000,0.0000,0
01/07/1986,24.750,-81.625,23.9900,0.0000,0.0000,0
01/08/1986,24.750,-81.625,23.9200,0.0000,0.0000,0
01/09/1986,24.750,-81.625,23.7400,0.0000,0.0000,0
01/10/1986,24.750,-81.625,23.7400,0.0000,0.0000,0
01/11/1986,24.750,-81.625,23.6400,0.0000,0.0000,0
01/12/1986,24.750,-81.625,23.6600,0.0000,0.0000,0
01/13/1986,24.750,-81.625,23.9500,0.0000,0.0000,0
01/14/1986,24.750,-81.625,23.8900,0.0000,0.0000,0
01/15/1986,24.750,-81.625,23.9000,0.0000,0.0000,0
01/16/1986,24.750,-81.625,23.8700,0.0000,0.0000,0
01/17/1986,24.750,-81.625,23.8800,0.0000,0.0000,0
01/18/1986,24.750,-81.625,24.0200,0.0000,0.0000,0
01/19/1986,24.750,-81.625,22.9800,0.0000,0.0000,0
01/20/1986,24.750,-81.625,23.6300,0.0000,0.0000,0
01/21/1986,24.750,-81.625,23.9300,0.0000,0.0000,0
01/22/1986,24.750,-81.625,23.9800,0.0000,0.0000,0
01/23/1986,24.750,-81.625,24.4000,0.0000,0.0000,0
01/24/1986,24.750,-81.625,24.5200,0.0000,0.0000,0
01/25/1986,24.750,-81.625,24.4600,0.0000,0.0000,0
01/26/1986,24.750,-81.625,24.2300,0.0000,0.0000,0
01/27/1986,24.750,-81.625,23.6400,0.0000,0.0000,0
01/28/1986,24.750,-81.625,23.1900,0.0000,0.0000,0
01/29/1986,24.750,-81.625,23.3000,0.0000,0.0000,0
01/30/1986,24.750,-81.625,23.8100,0.0000,0.0000,0
01/31/1986,24.750,-81.625,23.8800,0.0000,0.0000,0
02/01/1986,24.750,-81.625,23.6600,0.0000,0.0000,0
02/02/1986,24.750,-81.625,23.5100,0.0000,0.0000,0
02/03/1986,24.750,-81.625,23.6500,0.0000,0.0000,0
02/04/1986,24.750,-81.625,23.8800,0.0000,0.0000,0
02/05/1986,24.750,-81.625,24.0700,0.0000,0.0000,0
02/06/1986,24.750,-81.625,24.3400,0.0000,0.0000,0
02/07/1986,24.750,-81.625,24.3200,0.0000,0.0000,0
02/08/1986,24.750,-81.625,24.4600,0.0000,0.0000,0
02/09/1986,24.750,-81.625,24.9800,0.0000,0.0000,0
02/10/1986,24.750,-81.625,24.8900,0.0000,0.0000,0
02/11/1986,24.750,-81.625,24.8000,0.0000,0.0000,0
02/12/1986,24.750,-81.625,24.8200,0.0000,0.0000,0
02/13/1986,24.750,-81.625,24.8200,0.0000,0.0000,0
02/14/1986,24.750,-81.625,24.7800,0.0000,0.0000,0
02/15/1986,24.750,-81.625,24.6900,0.0000,0.0000,0
02/16/1986,24.750,-81.625,24.8500,0.0000,0.0000,0
02/17/1986,24.750,-81.625,24.8500,0.0000,0.0000,0
02/18/1986,24.750,-81.625,24.7600,0.0000,0.0000,0
02/19/1986,24.750,-81.625,24.2200,0.0000,0.0000,0
02/20/1986,24.750,-81.625,24.2900,0.0000,0.0000,0
02/21/1986,24.750,-81.625,24.4800,0.0000,0.0000,0
02/22/1986,24.750,-81.625,24.8100,0.0000,0.0000,0
02/23/1986,24.750,-81.625,24.5800,0.0000,0.0000,0
02/24/1986,24.750,-81.625,24.4200,0.0000,0.0000,0
